2021-12-04 06:01:44,476 INFO {'pc_timestamp': 92.404123544693, 'pc_redlines_armed': False, 'pc_cpu_temp': 48.85, 'pc_adc1_c1': -0.0, 'pc_adc1_c2': -0.0, 'pc_adc1_c3': -0.0, 'pc_adc1_c4': -0.0, 'pc_adc2_c1': -0.0, 'pc_adc2_c2': -0.0, 'pc_adc2_c3': -0.0, 'pc_adc2_c4': -0.0, 'pc_hard_armed': False, 'pc_soft_armed': True, 'pc_state': 1184, 'pc_scr_tag': 0}
2021-12-04 06:01:45,162 INFO {'pc_timestamp': 93.09012269973755, 'pc_redlines_armed': False, 'pc_cpu_temp': 48.85, 'pc_adc1_c1': -0.0, 'pc_adc1_c2': -0.0, 'pc_adc1_c3': -0.0, 'pc_adc1_c4': -0.0, 'pc_adc2_c1': -0.0, 'pc_adc2_c2': -0.0, 'pc_adc2_c3': -0.0, 'pc_adc2_c4': -0.0, 'pc_hard_armed': False, 'pc_soft_armed': True, 'pc_state': 1184, 'pc_scr_tag': 0}
2021-12-04 06:01:45,848 INFO {'pc_timestamp': 93.77638387680054, 'pc_redlines_armed': False, 'pc_cpu_temp': 49.388, 'pc_adc1_c1': -0.0, 'pc_adc1_c2': -0.0, 'pc_adc1_c3': -0.0, 'pc_adc1_c4': -0.0, 'pc_adc2_c1': -0.0, 'pc_adc2_c2': -0.0, 'pc_adc2_c3': -0.0, 'pc_adc2_c4': -0.0, 'pc_hard_armed': False, 'pc_soft_armed': True, 'pc_state': 1184, 'pc_scr_tag': 0}
2021-12-04 06:01:46,534 INFO {'pc_timestamp': 94.46233415603638, 'pc_redlines_armed': False, 'pc_cpu_temp': 48.312, 'pc_adc1_c1': -0.0, 'pc_adc1_c2': -0.0, 'pc_adc1_c3': -0.0, 'pc_adc1_c4': -0.0, 'pc_adc2_c1': -0.0, 'pc_adc2_c2': -0.0, 'pc_adc2_c3': -0.0, 'pc_adc2_c4': -0.0, 'pc_hard_armed': False, 'pc_soft_armed': True, 'pc_state': 1184, 'pc_scr_tag': 0}
2021-12-04 06:01:47,220 INFO {'pc_timestamp': 95.14820957183838, 'pc_redlines_armed': False, 'pc_cpu_temp': 49.388, 'pc_adc1_c1': -0.0, 'pc_adc1_c2': -0.0, 'pc_adc1_c3': -0.0, 'pc_adc1_c4': -0.0, 'pc_adc2_c1': -0.0, 'pc_adc2_c2': -0.0, 'pc_adc2_c3': -0.0, 'pc_adc2_c4': -0.0, 'pc_hard_armed': False, 'pc_soft_armed': True, 'pc_state': 1184, 'pc_scr_tag': 0}
2021-12-04 06:01:47,906 INFO {'pc_timestamp': 95.83407974243164, 'pc_redlines_armed': False, 'pc_cpu_temp': 48.85, 'pc_adc1_c1': -0.0, 'pc_adc1_c2': -0.0, 'pc_adc1_c3': -0.0, 'pc_adc1_c4': -0.0, 'pc_adc2_c1': -0.0, 'pc_adc2_c2': -0.0, 'pc_adc2_c3': -0.0, 'pc_adc2_c4': -0.0, 'pc_hard_armed': False, 'pc_soft_armed': True, 'pc_state': 1184, 'pc_scr_tag': 0}
2021-12-04 06:01:48,592 INFO {'pc_timestamp': 96.52042722702026, 'pc_redlines_armed': False, 'pc_cpu_temp': 49.388, 'pc_adc1_c1': -0.0, 'pc_adc1_c2': -0.0, 'pc_adc1_c3': -0.0, 'pc_adc1_c4': -0.0, 'pc_adc2_c1': -0.0, 'pc_adc2_c2': -0.0, 'pc_adc2_c3': -0.0, 'pc_adc2_c4': -0.0, 'pc_hard_armed': False, 'pc_soft_armed': True, 'pc_state': 1184, 'pc_scr_tag': 0}
2021-12-04 06:01:49,278 INFO {'pc_timestamp': 97.20668268203735, 'pc_redlines_armed': False, 'pc_cpu_temp': 49.388, 'pc_adc1_c1': -0.0, 'pc_adc1_c2': -0.0, 'pc_adc1_c3': -0.0, 'pc_adc1_c4': -0.0, 'pc_adc2_c1': -0.0, 'pc_adc2_c2': -0.0, 'pc_adc2_c3': -0.0, 'pc_adc2_c4': -0.0, 'pc_hard_armed': False, 'pc_soft_armed': True, 'pc_state': 1184, 'pc_scr_tag': 0}
2021-12-04 06:01:49,964 INFO {'pc_timestamp': 97.89281225204468, 'pc_redlines_armed': False, 'pc_cpu_temp': 49.388, 'pc_adc1_c1': -0.0, 'pc_adc1_c2': -0.0, 'pc_adc1_c3': -0.0, 'pc_adc1_c4': -0.0, 'pc_adc2_c1': -0.0, 'pc_adc2_c2': -0.0, 'pc_adc2_c3': -0.0, 'pc_adc2_c4': -0.0, 'pc_hard_armed': False, 'pc_soft_armed': True, 'pc_state': 1184, 'pc_scr_tag': 0}
2021-12-04 06:01:50,650 INFO {'pc_timestamp': 98.57870054244995, 'pc_redlines_armed': False, 'pc_cpu_temp': 49.388, 'pc_adc1_c1': -0.0, 'pc_adc1_c2': -0.0, 'pc_adc1_c3': -0.0, 'pc_adc1_c4': -0.0, 'pc_adc2_c1': -0.0, 'pc_adc2_c2': -0.0, 'pc_adc2_c3': -0.0, 'pc_adc2_c4': -0.0, 'pc_hard_armed': False, 'pc_soft_armed': True, 'pc_state': 1184, 'pc_scr_tag': 0}
2021-12-04 06:01:51,336 INFO {'pc_timestamp': 99.26504468917847, 'pc_redlines_armed': False, 'pc_cpu_temp': 48.312, 'pc_adc1_c1': -0.0, 'pc_adc1_c2': -0.0, 'pc_adc1_c3': -0.0, 'pc_adc1_c4': -0.0, 'pc_adc2_c1': -0.0, 'pc_adc2_c2': -0.0, 'pc_adc2_c3': -0.0, 'pc_adc2_c4': -0.0, 'pc_hard_armed': False, 'pc_soft_armed': True, 'pc_state': 1184, 'pc_scr_tag': 0}
2021-12-04 06:01:52,024 INFO {'pc_timestamp': 99.95237970352173, 'pc_redlines_armed': False, 'pc_cpu_temp': 48.85, 'pc_adc1_c1': -0.0, 'pc_adc1_c2': -0.0, 'pc_adc1_c3': -0.0, 'pc_adc1_c4': -0.0, 'pc_adc2_c1': -0.0, 'pc_adc2_c2': -0.0, 'pc_adc2_c3': -0.0, 'pc_adc2_c4': -0.0, 'pc_hard_armed': False, 'pc_soft_armed': True, 'pc_state': 1184, 'pc_scr_tag': 0}
2021-12-04 06:01:52,710 INFO {'pc_timestamp': 100.63844203948975, 'pc_redlines_armed': False, 'pc_cpu_temp': 49.388, 'pc_adc1_c1': -0.0, 'pc_adc1_c2': -0.0, 'pc_adc1_c3': -0.0, 'pc_adc1_c4': -0.0, 'pc_adc2_c1': -0.0, 'pc_adc2_c2': -0.0, 'pc_adc2_c3': -0.0, 'pc_adc2_c4': -0.0, 'pc_hard_armed': False, 'pc_soft_armed': True, 'pc_state': 1184, 'pc_scr_tag': 0}
2021-12-04 06:01:53,396 INFO {'pc_timestamp': 101.32508158683777, 'pc_redlines_armed': False, 'pc_cpu_temp': 49.926, 'pc_adc1_c1': -0.0, 'pc_adc1_c2': -0.0, 'pc_adc1_c3': -0.0, 'pc_adc1_c4': -0.0, 'pc_adc2_c1': -0.0, 'pc_adc2_c2': -0.0, 'pc_adc2_c3': -0.0, 'pc_adc2_c4': -0.0, 'pc_hard_armed': False, 'pc_soft_armed': True, 'pc_state': 1184, 'pc_scr_tag': 0}
2021-12-04 06:01:54,083 INFO {'pc_timestamp': 102.01120853424072, 'pc_redlines_armed': False, 'pc_cpu_temp': 48.85, 'pc_adc1_c1': -0.0, 'pc_adc1_c2': -0.0, 'pc_adc1_c3': -0.0, 'pc_adc1_c4': -0.0, 'pc_adc2_c1': -0.0, 'pc_adc2_c2': -0.0, 'pc_adc2_c3': -0.0, 'pc_adc2_c4': -0.0, 'pc_hard_armed': False, 'pc_soft_armed': True, 'pc_state': 1184, 'pc_scr_tag': 0}
2021-12-04 06:01:54,769 INFO {'pc_timestamp': 102.69734907150269, 'pc_redlines_armed': False, 'pc_cpu_temp': 48.85, 'pc_adc1_c1': -0.0, 'pc_adc1_c2': -0.0, 'pc_adc1_c3': -0.0, 'pc_adc1_c4': -0.0, 'pc_adc2_c1': -0.0, 'pc_adc2_c2': -0.0, 'pc_adc2_c3': -0.0, 'pc_adc2_c4': -0.0, 'pc_hard_armed': False, 'pc_soft_armed': True, 'pc_state': 1184, 'pc_scr_tag': 0}
2021-12-04 06:01:55,455 INFO {'pc_timestamp': 103.38341021537781, 'pc_redlines_armed': False, 'pc_cpu_temp': 49.388, 'pc_adc1_c1': -0.0, 'pc_adc1_c2': -0.0, 'pc_adc1_c3': -0.0, 'pc_adc1_c4': -0.0, 'pc_adc2_c1': -0.0, 'pc_adc2_c2': -0.0, 'pc_adc2_c3': -0.0, 'pc_adc2_c4': -0.0, 'pc_hard_armed': False, 'pc_soft_armed': True, 'pc_state': 1184, 'pc_scr_tag': 0}
2021-12-04 06:01:56,141 INFO {'pc_timestamp': 104.06965517997742, 'pc_redlines_armed': False, 'pc_cpu_temp': 48.85, 'pc_adc1_c1': -0.0, 'pc_adc1_c2': -0.0, 'pc_adc1_c3': -0.0, 'pc_adc1_c4': -0.0, 'pc_adc2_c1': -0.0, 'pc_adc2_c2': -0.0, 'pc_adc2_c3': -0.0, 'pc_adc2_c4': -0.0, 'pc_hard_armed': False, 'pc_soft_armed': True, 'pc_state': 1184, 'pc_scr_tag': 0}
2021-12-04 06:01:56,827 INFO {'pc_timestamp': 104.75582122802734, 'pc_redlines_armed': False, 'pc_cpu_temp': 48.85, 'pc_adc1_c1': -0.0, 'pc_adc1_c2': -0.0, 'pc_adc1_c3': -0.0, 'pc_adc1_c4': -0.0, 'pc_adc2_c1': -0.0, 'pc_adc2_c2': -0.0, 'pc_adc2_c3': -0.0, 'pc_adc2_c4': -0.0, 'pc_hard_armed': False, 'pc_soft_armed': True, 'pc_state': 1184, 'pc_scr_tag': 0}
2021-12-04 06:01:57,513 INFO {'pc_timestamp': 105.44185781478882, 'pc_redlines_armed': False, 'pc_cpu_temp': 49.388, 'pc_adc1_c1': -0.0, 'pc_adc1_c2': -0.0, 'pc_adc1_c3': -0.0, 'pc_adc1_c4': -0.0, 'pc_adc2_c1': -0.0, 'pc_adc2_c2': -0.0, 'pc_adc2_c3': -0.0, 'pc_adc2_c4': -0.0, 'pc_hard_armed': False, 'pc_soft_armed': True, 'pc_state': 1184, 'pc_scr_tag': 0}
2021-12-04 06:01:58,199 INFO {'pc_timestamp': 106.1281487941742, 'pc_redlines_armed': False, 'pc_cpu_temp': 49.388, 'pc_adc1_c1': -0.0, 'pc_adc1_c2': -0.0, 'pc_adc1_c3': -0.0, 'pc_adc1_c4': -0.0, 'pc_adc2_c1': -0.0, 'pc_adc2_c2': -0.0, 'pc_adc2_c3': -0.0, 'pc_adc2_c4': -0.0, 'pc_hard_armed': False, 'pc_soft_armed': True, 'pc_state': 1184, 'pc_scr_tag': 0}
2021-12-04 06:01:58,885 INFO {'pc_timestamp': 106.8141393661499, 'pc_redlines_armed': False, 'pc_cpu_temp': 49.388, 'pc_adc1_c1': -0.0, 'pc_adc1_c2': -0.0, 'pc_adc1_c3': -0.0, 'pc_adc1_c4': -0.0, 'pc_adc2_c1': -0.0, 'pc_adc2_c2': -0.0, 'pc_adc2_c3': -0.0, 'pc_adc2_c4': -0.0, 'pc_hard_armed': False, 'pc_soft_armed': True, 'pc_state': 1184, 'pc_scr_tag': 0}
2021-12-04 06:01:59,572 INFO {'pc_timestamp': 107.50027823448181, 'pc_redlines_armed': False, 'pc_cpu_temp': 48.85, 'pc_adc1_c1': -0.0, 'pc_adc1_c2': -0.0, 'pc_adc1_c3': -0.0, 'pc_adc1_c4': -0.0, 'pc_adc2_c1': -0.0, 'pc_adc2_c2': -0.0, 'pc_adc2_c3': -0.0, 'pc_adc2_c4': -0.0, 'pc_hard_armed': False, 'pc_soft_armed': True, 'pc_state': 1184, 'pc_scr_tag': 0}
2021-12-04 06:02:00,258 INFO {'pc_timestamp': 108.18667101860046, 'pc_redlines_armed': False, 'pc_cpu_temp': 48.312, 'pc_adc1_c1': -0.0, 'pc_adc1_c2': -0.0, 'pc_adc1_c3': -0.0, 'pc_adc1_c4': -0.0, 'pc_adc2_c1': -0.0, 'pc_adc2_c2': -0.0, 'pc_adc2_c3': -0.0, 'pc_adc2_c4': -0.0, 'pc_hard_armed': False, 'pc_soft_armed': True, 'pc_state': 1184, 'pc_scr_tag': 0}
2021-12-04 06:02:00,944 INFO {'pc_timestamp': 108.87266135215759, 'pc_redlines_armed': False, 'pc_cpu_temp': 48.85, 'pc_adc1_c1': -0.0, 'pc_adc1_c2': -0.0, 'pc_adc1_c3': -0.0, 'pc_adc1_c4': -0.0, 'pc_adc2_c1': -0.0, 'pc_adc2_c2': -0.0, 'pc_adc2_c3': -0.0, 'pc_adc2_c4': -0.0, 'pc_hard_armed': False, 'pc_soft_armed': True, 'pc_state': 1184, 'pc_scr_tag': 0}
2021-12-04 06:02:01,630 INFO {'pc_timestamp': 109.55875182151794, 'pc_redlines_armed': False, 'pc_cpu_temp': 49.388, 'pc_adc1_c1': -0.0, 'pc_adc1_c2': -0.0, 'pc_adc1_c3': -0.0, 'pc_adc1_c4': -0.0, 'pc_adc2_c1': -0.0, 'pc_adc2_c2': -0.0, 'pc_adc2_c3': -0.0, 'pc_adc2_c4': -0.0, 'pc_hard_armed': False, 'pc_soft_armed': True, 'pc_state': 1184, 'pc_scr_tag': 0}
2021-12-04 06:02:02,316 INFO {'pc_timestamp': 110.24493145942688, 'pc_redlines_armed': False, 'pc_cpu_temp': 49.388, 'pc_adc1_c1': -0.0, 'pc_adc1_c2': -0.0, 'pc_adc1_c3': -0.0, 'pc_adc1_c4': -0.0, 'pc_adc2_c1': -0.0, 'pc_adc2_c2': -0.0, 'pc_adc2_c3': -0.0, 'pc_adc2_c4': -0.0, 'pc_hard_armed': False, 'pc_soft_armed': True, 'pc_state': 1184, 'pc_scr_tag': 0}
2021-12-04 06:02:03,003 INFO {'pc_timestamp': 110.93184924125671, 'pc_redlines_armed': False, 'pc_cpu_temp': 48.312, 'pc_adc1_c1': -0.0, 'pc_adc1_c2': -0.0, 'pc_adc1_c3': -0.0, 'pc_adc1_c4': -0.0, 'pc_adc2_c1': -0.0, 'pc_adc2_c2': -0.0, 'pc_adc2_c3': -0.0, 'pc_adc2_c4': -0.0, 'pc_hard_armed': False, 'pc_soft_armed': True, 'pc_state': 1184, 'pc_scr_tag': 0}
2021-12-04 06:02:03,690 INFO {'pc_timestamp': 111.61850881576538, 'pc_redlines_armed': False, 'pc_cpu_temp': 49.388, 'pc_adc1_c1': -0.0, 'pc_adc1_c2': -0.0, 'pc_adc1_c3': -0.0, 'pc_adc1_c4': -0.0, 'pc_adc2_c1': -0.0, 'pc_adc2_c2': -0.0, 'pc_adc2_c3': -0.0, 'pc_adc2_c4': -0.0, 'pc_hard_armed': False, 'pc_soft_armed': True, 'pc_state': 1184, 'pc_scr_tag': 0}
2021-12-04 06:02:04,376 INFO {'pc_timestamp': 112.30490350723267, 'pc_redlines_armed': False, 'pc_cpu_temp': 48.85, 'pc_adc1_c1': -0.0, 'pc_adc1_c2': -0.0, 'pc_adc1_c3': -0.0, 'pc_adc1_c4': -0.0, 'pc_adc2_c1': -0.0, 'pc_adc2_c2': -0.0, 'pc_adc2_c3': -0.0, 'pc_adc2_c4': -0.0, 'pc_hard_armed': False, 'pc_soft_armed': True, 'pc_state': 1184, 'pc_scr_tag': 0}
2021-12-04 06:02:05,062 INFO {'pc_timestamp': 112.99103283882141, 'pc_redlines_armed': False, 'pc_cpu_temp': 49.388, 'pc_adc1_c1': -0.0, 'pc_adc1_c2': -0.0, 'pc_adc1_c3': -0.0, 'pc_adc1_c4': -0.0, 'pc_adc2_c1': -0.0, 'pc_adc2_c2': -0.0, 'pc_adc2_c3': -0.0, 'pc_adc2_c4': -0.0, 'pc_hard_armed': False, 'pc_soft_armed': True, 'pc_state': 1184, 'pc_scr_tag': 0}
2021-12-04 06:02:05,749 INFO {'pc_timestamp': 113.67726826667786, 'pc_redlines_armed': False, 'pc_cpu_temp': 49.388, 'pc_adc1_c1': -0.0, 'pc_adc1_c2': -0.0, 'pc_adc1_c3': -0.0, 'pc_adc1_c4': -0.0, 'pc_adc2_c1': -0.0, 'pc_adc2_c2': -0.0, 'pc_adc2_c3': -0.0, 'pc_adc2_c4': -0.0, 'pc_hard_armed': False, 'pc_soft_armed': True, 'pc_state': 1184, 'pc_scr_tag': 0}
2021-12-04 06:02:06,435 INFO {'pc_timestamp': 114.36352157592773, 'pc_redlines_armed': False, 'pc_cpu_temp': 49.388, 'pc_adc1_c1': -0.0, 'pc_adc1_c2': -0.0, 'pc_adc1_c3': -0.0, 'pc_adc1_c4': -0.0, 'pc_adc2_c1': -0.0, 'pc_adc2_c2': -0.0, 'pc_adc2_c3': -0.0, 'pc_adc2_c4': -0.0, 'pc_hard_armed': False, 'pc_soft_armed': True, 'pc_state': 1184, 'pc_scr_tag': 0}
2021-12-04 06:02:07,121 INFO {'pc_timestamp': 115.04963278770447, 'pc_redlines_armed': False, 'pc_cpu_temp': 49.388, 'pc_adc1_c1': -0.0, 'pc_adc1_c2': -0.0, 'pc_adc1_c3': -0.0, 'pc_adc1_c4': -0.0, 'pc_adc2_c1': -0.0, 'pc_adc2_c2': -0.0, 'pc_adc2_c3': -0.0, 'pc_adc2_c4': -0.0, 'pc_hard_armed': False, 'pc_soft_armed': True, 'pc_state': 1184, 'pc_scr_tag': 0}
2021-12-04 06:02:07,807 INFO {'pc_timestamp': 115.73588061332703, 'pc_redlines_armed': False, 'pc_cpu_temp': 49.388, 'pc_adc1_c1': -0.0, 'pc_adc1_c2': -0.0, 'pc_adc1_c3': -0.0, 'pc_adc1_c4': -0.0, 'pc_adc2_c1': -0.0, 'pc_adc2_c2': -0.0, 'pc_adc2_c3': -0.0, 'pc_adc2_c4': -0.0, 'pc_hard_armed': False, 'pc_soft_armed': True, 'pc_state': 1184, 'pc_scr_tag': 0}
2021-12-04 06:02:08,495 INFO {'pc_timestamp': 116.42375636100769, 'pc_redlines_armed': False, 'pc_cpu_temp': 49.388, 'pc_adc1_c1': -0.0, 'pc_adc1_c2': -0.0, 'pc_adc1_c3': -0.0, 'pc_adc1_c4': -0.0, 'pc_adc2_c1': -0.0, 'pc_adc2_c2': -0.0, 'pc_adc2_c3': -0.0, 'pc_adc2_c4': -0.0, 'pc_hard_armed': False, 'pc_soft_armed': True, 'pc_state': 1184, 'pc_scr_tag': 0}
2021-12-04 06:02:09,181 INFO {'pc_timestamp': 117.10988974571228, 'pc_redlines_armed': False, 'pc_cpu_temp': 49.388, 'pc_adc1_c1': -0.0, 'pc_adc1_c2': -0.0, 'pc_adc1_c3': -0.0, 'pc_adc1_c4': -0.0, 'pc_adc2_c1': -0.0, 'pc_adc2_c2': -0.0, 'pc_adc2_c3': -0.0, 'pc_adc2_c4': -0.0, 'pc_hard_armed': False, 'pc_soft_armed': True, 'pc_state': 1184, 'pc_scr_tag': 0}
2021-12-04 06:02:09,867 INFO {'pc_timestamp': 117.79606986045837, 'pc_redlines_armed': False, 'pc_cpu_temp': 49.388, 'pc_adc1_c1': -0.0, 'pc_adc1_c2': -0.0, 'pc_adc1_c3': -0.0, 'pc_adc1_c4': -0.0, 'pc_adc2_c1': -0.0, 'pc_adc2_c2': -0.0, 'pc_adc2_c3': -0.0, 'pc_adc2_c4': -0.0, 'pc_hard_armed': False, 'pc_soft_armed': True, 'pc_state': 1184, 'pc_scr_tag': 0}
2021-12-04 06:02:10,553 INFO {'pc_timestamp': 118.48220539093018, 'pc_redlines_armed': False, 'pc_cpu_temp': 48.312, 'pc_adc1_c1': -0.0, 'pc_adc1_c2': -0.0, 'pc_adc1_c3': -0.0, 'pc_adc1_c4': -0.0, 'pc_adc2_c1': -0.0, 'pc_adc2_c2': -0.0, 'pc_adc2_c3': -0.0, 'pc_adc2_c4': -0.0, 'pc_hard_armed': False, 'pc_soft_armed': True, 'pc_state': 1184, 'pc_scr_tag': 0}
2021-12-04 06:02:11,239 INFO {'pc_timestamp': 119.16816091537476, 'pc_redlines_armed': False, 'pc_cpu_temp': 49.388, 'pc_adc1_c1': -0.0, 'pc_adc1_c2': -0.0, 'pc_adc1_c3': -0.0, 'pc_adc1_c4': -0.0, 'pc_adc2_c1': -0.0, 'pc_adc2_c2': -0.0, 'pc_adc2_c3': -0.0, 'pc_adc2_c4': -0.0, 'pc_hard_armed': False, 'pc_soft_armed': True, 'pc_state': 1184, 'pc_scr_tag': 0}
2021-12-04 06:02:11,925 INFO {'pc_timestamp': 119.8541796207428, 'pc_redlines_armed': False, 'pc_cpu_temp': 48.85, 'pc_adc1_c1': -0.0, 'pc_adc1_c2': -0.0, 'pc_adc1_c3': -0.0, 'pc_adc1_c4': -0.0, 'pc_adc2_c1': -0.0, 'pc_adc2_c2': -0.0, 'pc_adc2_c3': -0.0, 'pc_adc2_c4': -0.0, 'pc_hard_armed': False, 'pc_soft_armed': True, 'pc_state': 1184, 'pc_scr_tag': 0}
2021-12-04 06:02:12,612 INFO {'pc_timestamp': 120.54038286209106, 'pc_redlines_armed': False, 'pc_cpu_temp': 49.388, 'pc_adc1_c1': -0.0, 'pc_adc1_c2': -0.0, 'pc_adc1_c3': -0.0, 'pc_adc1_c4': -0.0, 'pc_adc2_c1': -0.0, 'pc_adc2_c2': -0.0, 'pc_adc2_c3': -0.0, 'pc_adc2_c4': -0.0, 'pc_hard_armed': False, 'pc_soft_armed': True, 'pc_state': 1184, 'pc_scr_tag': 0}
2021-12-04 06:02:13,299 INFO {'pc_timestamp': 121.22809672355652, 'pc_redlines_armed': False, 'pc_cpu_temp': 49.388, 'pc_adc1_c1': -0.0, 'pc_adc1_c2': -0.0, 'pc_adc1_c3': -0.0, 'pc_adc1_c4': -0.0, 'pc_adc2_c1': -0.0, 'pc_adc2_c2': -0.0, 'pc_adc2_c3': -0.0, 'pc_adc2_c4': -0.0, 'pc_hard_armed': False, 'pc_soft_armed': True, 'pc_state': 1184, 'pc_scr_tag': 0}
2021-12-04 06:02:13,985 INFO {'pc_timestamp': 121.91373896598816, 'pc_redlines_armed': False, 'pc_cpu_temp': 49.388, 'pc_adc1_c1': -0.0, 'pc_adc1_c2': -0.0, 'pc_adc1_c3': -0.0, 'pc_adc1_c4': -0.0, 'pc_adc2_c1': -0.0, 'pc_adc2_c2': -0.0, 'pc_adc2_c3': -0.0, 'pc_adc2_c4': -0.0, 'pc_hard_armed': False, 'pc_soft_armed': True, 'pc_state': 1184, 'pc_scr_tag': 0}
2021-12-04 06:02:14,670 INFO {'pc_timestamp': 122.59918475151062, 'pc_redlines_armed': False, 'pc_cpu_temp': 49.388, 'pc_adc1_c1': -0.0, 'pc_adc1_c2': -0.0, 'pc_adc1_c3': -0.0, 'pc_adc1_c4': -0.0, 'pc_adc2_c1': -0.0, 'pc_adc2_c2': -0.0, 'pc_adc2_c3': -0.0, 'pc_adc2_c4': -0.0, 'pc_hard_armed': False, 'pc_soft_armed': True, 'pc_state': 1184, 'pc_scr_tag': 0}
2021-12-04 06:02:15,356 INFO {'pc_timestamp': 123.28502488136292, 'pc_redlines_armed': False, 'pc_cpu_temp': 48.85, 'pc_adc1_c1': -0.0, 'pc_adc1_c2': -0.0, 'pc_adc1_c3': -0.0, 'pc_adc1_c4': -0.0, 'pc_adc2_c1': -0.0, 'pc_adc2_c2': -0.0, 'pc_adc2_c3': -0.0, 'pc_adc2_c4': -0.0, 'pc_hard_armed': False, 'pc_soft_armed': True, 'pc_state': 1184, 'pc_scr_tag': 0}
2021-12-04 06:02:16,042 INFO {'pc_timestamp': 123.97053146362305, 'pc_redlines_armed': False, 'pc_cpu_temp': 49.388, 'pc_adc1_c1': -0.0, 'pc_adc1_c2': -0.0, 'pc_adc1_c3': -0.0, 'pc_adc1_c4': -0.0, 'pc_adc2_c1': -0.0, 'pc_adc2_c2': -0.0, 'pc_adc2_c3': -0.0, 'pc_adc2_c4': -0.0, 'pc_hard_armed': False, 'pc_soft_armed': True, 'pc_state': 1184, 'pc_scr_tag': 0}
2021-12-04 06:02:16,728 INFO {'pc_timestamp': 124.65649676322937, 'pc_redlines_armed': False, 'pc_cpu_temp': 48.312, 'pc_adc1_c1': -0.0, 'pc_adc1_c2': -0.0, 'pc_adc1_c3': -0.0, 'pc_adc1_c4': -0.0, 'pc_adc2_c1': -0.0, 'pc_adc2_c2': -0.0, 'pc_adc2_c3': -0.0, 'pc_adc2_c4': -0.0, 'pc_hard_armed': False, 'pc_soft_armed': True, 'pc_state': 1184, 'pc_scr_tag': 0}
2021-12-04 06:02:17,413 INFO {'pc_timestamp': 125.34195280075073, 'pc_redlines_armed': False, 'pc_cpu_temp': 48.85, 'pc_adc1_c1': -0.0, 'pc_adc1_c2': -0.0, 'pc_adc1_c3': -0.0, 'pc_adc1_c4': -0.0, 'pc_adc2_c1': -0.0, 'pc_adc2_c2': -0.0, 'pc_adc2_c3': -0.0, 'pc_adc2_c4': -0.0, 'pc_hard_armed': False, 'pc_soft_armed': True, 'pc_state': 1184, 'pc_scr_tag': 0}
2021-12-04 06:02:18,099 INFO {'pc_timestamp': 126.02798986434937, 'pc_redlines_armed': False, 'pc_cpu_temp': 49.388, 'pc_adc1_c1': -0.0, 'pc_adc1_c2': -0.0, 'pc_adc1_c3': -0.0, 'pc_adc1_c4': -0.0, 'pc_adc2_c1': -0.0, 'pc_adc2_c2': -0.0, 'pc_adc2_c3': -0.0, 'pc_adc2_c4': -0.0, 'pc_hard_armed': False, 'pc_soft_armed': True, 'pc_state': 1184, 'pc_scr_tag': 0}
2021-12-04 06:02:18,785 INFO {'pc_timestamp': 126.71362805366516, 'pc_redlines_armed': False, 'pc_cpu_temp': 48.85, 'pc_adc1_c1': -0.0, 'pc_adc1_c2': -0.0, 'pc_adc1_c3': -0.0, 'pc_adc1_c4': -0.0, 'pc_adc2_c1': -0.0, 'pc_adc2_c2': -0.0, 'pc_adc2_c3': -0.0, 'pc_adc2_c4': -0.0, 'pc_hard_armed': False, 'pc_soft_armed': True, 'pc_state': 1184, 'pc_scr_tag': 0}
2021-12-04 06:02:19,470 INFO {'pc_timestamp': 127.3990273475647, 'pc_redlines_armed': False, 'pc_cpu_temp': 49.388, 'pc_adc1_c1': -0.0, 'pc_adc1_c2': -0.0, 'pc_adc1_c3': -0.0, 'pc_adc1_c4': -0.0, 'pc_adc2_c1': -0.0, 'pc_adc2_c2': -0.0, 'pc_adc2_c3': -0.0, 'pc_adc2_c4': -0.0, 'pc_hard_armed': False, 'pc_soft_armed': True, 'pc_state': 1184, 'pc_scr_tag': 0}
2021-12-04 06:02:20,156 INFO {'pc_timestamp': 128.08476448059082, 'pc_redlines_armed': False, 'pc_cpu_temp': 49.388, 'pc_adc1_c1': -0.0, 'pc_adc1_c2': -0.0, 'pc_adc1_c3': -0.0, 'pc_adc1_c4': -0.0, 'pc_adc2_c1': -0.0, 'pc_adc2_c2': -0.0, 'pc_adc2_c3': -0.0, 'pc_adc2_c4': -0.0, 'pc_hard_armed': False, 'pc_soft_armed': True, 'pc_state': 1184, 'pc_scr_tag': 0}
2021-12-04 06:02:20,842 INFO {'pc_timestamp': 128.7703993320465, 'pc_redlines_armed': False, 'pc_cpu_temp': 48.85, 'pc_adc1_c1': -0.0, 'pc_adc1_c2': -0.0, 'pc_adc1_c3': -0.0, 'pc_adc1_c4': -0.0, 'pc_adc2_c1': -0.0, 'pc_adc2_c2': -0.0, 'pc_adc2_c3': -0.0, 'pc_adc2_c4': -0.0, 'pc_hard_armed': False, 'pc_soft_armed': True, 'pc_state': 1184, 'pc_scr_tag': 0}
